patron_id,patron_type,age_range,home_library,total_checkouts
P0491,Welcome,60 to 64 years,Excelsior,1
P0492,Adult,0 to 9 years,Sunset,1
P0492,Adult,10 to 19 years,Portola,1
P0492,Digital Access Card,20 to 24 years,West Portal,1
P0492,Digital Access Card,25 to 34 years,Mission Bay,1
P0492,Digital Access Card,Null,Bayview,1
P0492,Juvenile,25 to 34 years,Main,1
P0492,Juvenile,35 to 44 years,Bayview,1
P0492,Juvenile,Null,Main,1
P0492,Retired Staff,60 to 64 years,Visitacion Valley,1
P0492,Senior,45 to 54 years,Richmond,1
P0492,Teacher Card,35 to 44 years,North Beach,1
P0492,Teacher Card,65 to 74 years,Merced,1
P0492,Teacher Card,65 to 74 years,Sunset,1
P0492,Teacher Card,75 years and over,Bookmobile,1
P0492,Welcome,20 to 24 years,Ortega,1
P0493,Adult,0 to 9 years,Richmond,1
P0493,Adult,10 to 19 years,Western Addition,1
P0493,Adult,45 to 54 years,Golden Gate Valley,1
P0493,Adult,55 to 59 years,Western Addition,1
P0493,Adult,60 to 64 years,Merced,1
P0493,Adult,Null,Sunset,1
P0493,Digital Access Card,60 to 64 years,Portola,1
P0493,Retired Staff,Null,Bernal Heights,1
P0493,Senior,75 years and over,Glen Park,1
P0493,Senior,75 years and over,Presidio,1
P0493,Teacher Card,65 to 74 years,Marina,1
P0493,Visitor,0 to 9 years,Ortega,1
P0493,Welcome,10 to 19 years,Presidio,1
P0493,Welcome,25 to 34 years,Marina,1
P0493,Welcome,65 to 74 years,Parkside,1
P0494,Adult,45 to 54 years,Anza,1
P0494,Adult,60 to 64 years,Bernal Heights,1
P0494,At User Adult,55 to 59 years,Noe Valley,1
P0494,Digital Access Card,55 to 59 years,Richmond,1
P0494,Digital Access Card,60 to 64 years,Eureka Valley,1
P0494,Juvenile,10 to 19 years,Bayview,1
P0494,Juvenile,10 to 19 years,Glen Park,1
P0494,Retired Staff,75 years and over,Anza,1
P0494,Retired Staff,Null,Richmond,1
P0494,Senior,65 to 74 years,Golden Gate Valley,1
P0494,Teacher Card,45 to 54 years,Golden Gate Valley,1
P0494,Teacher Card,45 to 54 years,Main,1
P0494,Teacher Card,60 to 64 years,Sunset,1
P0494,Welcome,25 to 34 years,Noe Valley,1
P0494,Welcome,35 to 44 years,Richmond,1
P0495,Adult,10 to 19 years,Sunset,1
P0495,Adult,25 to 34 years,Ingleside,1
P0495,At User Adult,35 to 44 years,North Beach,1
P0495,At User Adult,60 to 64 years,Portola,1
P0495,Digital Access Card,10 to 19 years,Park,1
P0495,Digital Access Card,25 to 34 years,Mission,1
P0495,Digital Access Card,45 to 54 years,Eureka Valley,1
P0495,Digital Access Card,60 to 64 years,Eureka Valley,1
P0495,Digital Access Card,Null,Bayview,1
P0495,Juvenile,10 to 19 years,Ocean View,1
P0495,Retired Staff,75 years and over,Parkside,1
P0495,Senior,65 to 74 years,Bayview,1
P0495,Senior,75 years and over,Mission,1
P0495,Welcome,35 to 44 years,Anza,1
P0495,Welcome,75 years and over,Richmond,1
P0496,Adult,45 to 54 years,Visitacion Valley,1
P0496,Digital Access Card,10 to 19 years,Noe Valley,1
P0496,Digital Access Card,10 to 19 years,Potrero,1
P0496,Digital Access Card,35 to 44 years,Richmond,1
P0496,Digital Access Card,45 to 54 years,Ingleside,1
P0496,Digital Access Card,Null,Visitacion Valley,1
P0496,Juvenile,45 to 54 years,Western Addition,1
P0496,Teacher Card,25 to 34 years,Marina,1
P0496,Teacher Card,60 to 64 years,Marina,1
P0496,Teen,Null,Presidio,1
P0496,Visitor,25 to 34 years,Mission Bay,1
P0496,Visitor,75 years and over,Main,1
P0496,Welcome,25 to 34 years,Sunset,1
P0496,Welcome,45 to 54 years,Bayview,1
P0496,Welcome,65 to 74 years,Ocean View,1
P0497,Adult,45 to 54 years,Null,1
P0497,Adult,55 to 59 years,Parkside,1
P0497,At User Adult,35 to 44 years,Golden Gate Valley,1
P0497,Digital Access Card,25 to 34 years,Parkside,1
P0497,Digital Access Card,35 to 44 years,Excelsior,1
P0497,Digital Access Card,35 to 44 years,Mission Bay,1
P0497,Digital Access Card,55 to 59 years,Golden Gate Valley,1
P0497,Retired Staff,65 to 74 years,Glen Park,1
P0497,Senior,65 to 74 years,Null,1
P0497,Teacher Card,55 to 59 years,Anza,1
P0497,Teacher Card,65 to 74 years,West Portal,1
P0497,Visitor,35 to 44 years,Mission Bay,1
P0497,Welcome,20 to 24 years,Main,1
P0497,Welcome,25 to 34 years,Main,1
P0497,Welcome,25 to 34 years,Mission,1
P0498,Adult,20 to 24 years,Park,1
P0498,Adult,35 to 44 years,Parkside,1
P0498,Adult,45 to 54 years,Noe Valley,1
P0498,Adult,45 to 54 years,Ortega,1
P0498,Adult,45 to 54 years,Sunset,1
P0498,Adult,65 to 74 years,Merced,1
P0498,Adult,75 years and over,Main,1
P0498,Adult,Null,Richmond,1
P0498,Digital Access Card,10 to 19 years,Merced,1
P0498,Digital Access Card,25 to 34 years,Mission,1
P0498,Digital Access Card,55 to 59 years,Bayview,1
P0498,Juvenile,0 to 9 years,Null,1
P0498,Retired Staff,55 to 59 years,Noe Valley,1
P0498,Retired Staff,Null,Bernal Heights,1
P0498,Senior,Null,Mission,1
P0499,At User Adult,55 to 59 years,Marina,1
P0499,Digital Access Card,20 to 24 years,Western Addition,1
P0499,Digital Access Card,75 years and over,Marina,1
P0499,Digital Access Card,75 years and over,Western Addition,1
P0499,Digital Access Card,Null,Western Addition,1
P0499,Retired Staff,75 years and over,Glen Park,1
P0499,Senior,60 to 64 years,Ortega,1
P0499,Senior,Null,Golden Gate Valley,1
P0499,Teacher Card,55 to 59 years,Main,1
P0499,Visitor,35 to 44 years,Mission,1
P0499,Welcome,25 to 34 years,Anza,1
P0499,Welcome,25 to 34 years,Ocean View,1
P0499,Welcome,60 to 64 years,Presidio,1
P0499,Welcome,65 to 74 years,Glen Park,1
P0499,Welcome,75 years and over,Mission Bay,1
P0500,Adult,10 to 19 years,Park,1
P0500,Adult,45 to 54 years,Mission,1
P0500,Adult,55 to 59 years,Ingleside,1
P0500,Adult,60 to 64 years,Richmond,1
P0500,Adult,65 to 74 years,Presidio,1
P0500,At User Adult,45 to 54 years,Excelsior,1
P0500,At User Senior,75 years and over,Presidio,1
P0500,Digital Access Card,25 to 34 years,Glen Park,1
P0500,Juvenile,0 to 9 years,North Beach,1
P0500,Teacher Card,55 to 59 years,West Portal,1
P0500,Teacher Card,60 to 64 years,Glen Park,1
P0500,Teacher Card,60 to 64 years,Richmond,1
P0500,Teen,0 to 9 years,Excelsior,1
P0500,Visitor,45 to 54 years,North Beach,1
P0500,Welcome,75 years and over,Mission Bay,1
P0501,At User Senior,65 to 74 years,Mission,1
P0501,Digital Access Card,60 to 64 years,Glen Park,1
P0501,Digital Access Card,65 to 74 years,Portola,1
P0501,Senior,65 to 74 years,Golden Gate Valley,1
P0501,Senior,75 years and over,Ortega,1
P0501,Senior,75 years and over,Western Addition,1
P0501,Teacher Card,35 to 44 years,West Portal,1
P0501,Teacher Card,60 to 64 years,Anza,1
P0501,Teacher Card,Null,Bernal Heights,1
P0501,Teacher Card,Null,Richmond,1
P0501,Visitor,10 to 19 years,Main,1
P0501,Welcome,25 to 34 years,Golden Gate Valley,1
P0501,Welcome,35 to 44 years,Glen Park,1
P0501,Welcome,35 to 44 years,Main,1
P0501,Welcome,60 to 64 years,Mission,1
P0502,Adult,45 to 54 years,Excelsior,1
P0502,Digital Access Card,25 to 34 years,Anza,1
P0502,Digital Access Card,45 to 54 years,Golden Gate Valley,1
P0502,Digital Access Card,60 to 64 years,Mission Bay,1
P0502,Digital Access Card,60 to 64 years,Portola,1
P0502,Retired Staff,Null,Ortega,1
P0502,Teacher Card,20 to 24 years,Glen Park,1
P0502,Teacher Card,20 to 24 years,Main,1
P0502,Teacher Card,25 to 34 years,Glen Park,1
P0502,Teacher Card,55 to 59 years,Merced,1
P0502,Visitor,75 years and over,Noe Valley,1
P0502,Welcome,20 to 24 years,Sunset,1
P0502,Welcome,35 to 44 years,Ocean View,1
P0502,Welcome,65 to 74 years,Presidio,1
P0502,Welcome,75 years and over,Bernal Heights,1
P0503,Adult,20 to 24 years,Excelsior,1
P0503,Adult,25 to 34 years,Merced,1
P0503,Adult,35 to 44 years,Ocean View,1
P0503,Adult,65 to 74 years,Noe Valley,1
P0503,Adult,75 years and over,Golden Gate Valley,1
P0503,Digital Access Card,20 to 24 years,Bernal Heights,1
P0503,Digital Access Card,60 to 64 years,Merced,1
P0503,Digital Access Card,75 years and over,North Beach,1
P0503,Digital Access Card,75 years and over,Western Addition,1
P0503,Juvenile,0 to 9 years,Ocean View,1
P0503,Retired Staff,75 years and over,Merced,1
P0503,Teacher Card,65 to 74 years,Eureka Valley,1
P0503,Teen,20 to 24 years,West Portal,1
P0503,Teen,35 to 44 years,North Beach,1
P0503,Welcome,45 to 54 years,Mission Bay,1
P0504,Adult,65 to 74 years,Mission Bay,1
P0504,At User Adult,45 to 54 years,Glen Park,1
P0504,Digital Access Card,10 to 19 years,Ocean View,1
P0504,Digital Access Card,20 to 24 years,Merced,1
P0504,Juvenile,0 to 9 years,Richmond,1
P0504,Retired Staff,Null,Ingleside,2
P0504,Senior,55 to 59 years,Ortega,1
P0504,Senior,65 to 74 years,Western Addition,1
P0504,Visitor,35 to 44 years,Park,1
P0504,Welcome,20 to 24 years,Glen Park,1
P0504,Welcome,55 to 59 years,Bookmobile,1
P0504,Welcome,55 to 59 years,Park,1
P0504,Welcome,65 to 74 years,Portola,1
P0504,Welcome,75 years and over,Ortega,1
P0505,Adult,35 to 44 years,Chinatown,1
P0505,Adult,35 to 44 years,Potrero,1
P0505,Adult,55 to 59 years,Main,1
P0505,Adult,75 years and over,Golden Gate Valley,1
P0505,At User Adult,45 to 54 years,Mission Bay,1
P0505,At User Adult,55 to 59 years,Main,1
P0505,Digital Access Card,75 years and over,Eureka Valley,1
P0505,Juvenile,0 to 9 years,Parkside,1
P0505,Library By Mail,55 to 59 years,Main,1
P0505,Teacher Card,10 to 19 years,Main,1
P0505,Teacher Card,20 to 24 years,Portola,1
P0505,Welcome,45 to 54 years,Parkside,1
P0505,Welcome,60 to 64 years,Western Addition,1
P0505,Welcome,75 years and over,Marina,1
P0505,Welcome,75 years and over,Merced,1
P0506,Adult,75 years and over,North Beach,1
P0506,At User Adult,20 to 24 years,Ocean View,1
P0506,At User Senior,75 years and over,North Beach,1
P0506,Digital Access Card,55 to 59 years,Ocean View,1
P0506,Digital Access Card,75 years and over,Anza,1
P0506,Library By Mail,65 to 74 years,Main,1
P0506,Senior,45 to 54 years,Merced,1
P0506,Senior,55 to 59 years,Park,1
P0506,Senior,60 to 64 years,Portola,1
P0506,Teacher Card,25 to 34 years,Bookmobile,1
P0506,Teacher Card,60 to 64 years,Marina,1
P0506,Visitor,45 to 54 years,Merced,1
P0506,Visitor,45 to 54 years,Presidio,1
P0506,Welcome,55 to 59 years,Bookmobile,1
P0506,Welcome,65 to 74 years,Anza,1
P0507,Adult,0 to 9 years,Main,1
P0507,Adult,20 to 24 years,Sunset,1
P0507,Adult,45 to 54 years,Richmond,1
P0507,Digital Access Card,25 to 34 years,Golden Gate Valley,1
P0507,Digital Access Card,45 to 54 years,Ortega,1
P0507,Digital Access Card,55 to 59 years,Main,1
P0507,Digital Access Card,75 years and over,Anza,1
P0507,Senior,Null,Mission,1
P0507,Teacher Card,25 to 34 years,Glen Park,1
P0507,Teacher Card,75 years and over,Glen Park,1
P0507,Visitor,20 to 24 years,Golden Gate Valley,1
P0507,Visitor,20 to 24 years,Mission,1
P0507,Welcome,25 to 34 years,Excelsior,1
P0507,Welcome,45 to 54 years,Western Addition,1
P0507,Welcome,55 to 59 years,Glen Park,1
P0508,Adult,0 to 9 years,Merced,1
P0508,Adult,0 to 9 years,Portola,1
P0508,Adult,20 to 24 years,Bernal Heights,1
P0508,Adult,20 to 24 years,Presidio,1
P0508,Adult,60 to 64 years,Bayview,1
P0508,Adult,75 years and over,Mission Bay,1
P0508,Digital Access Card,55 to 59 years,Mission,1
P0508,Juvenile,0 to 9 years,Ortega,1
P0508,Juvenile,Null,Main,1
P0508,Senior,65 to 74 years,Portola,1
P0508,Teacher Card,35 to 44 years,Ingleside,1
P0508,Teacher Card,55 to 59 years,North Beach,1
P0508,Teen,10 to 19 years,Chinatown,1
P0508,Welcome,0 to 9 years,Main,1
P0508,Welcome,35 to 44 years,Golden Gate Valley,1
P0509,Adult,20 to 24 years,Presidio,1
P0509,Adult,25 to 34 years,Sunset,1
P0509,Adult,55 to 59 years,Excelsior,1
P0509,At User Adult,45 to 54 years,Excelsior,1
P0509,At User Juvenile,10 to 19 years,Main,1
P0509,Digital Access Card,10 to 19 years,Excelsior,1
P0509,Digital Access Card,35 to 44 years,Mission Bay,1
P0509,Digital Access Card,65 to 74 years,Ingleside,1
P0509,Senior,60 to 64 years,Mission,1
P0509,Senior,65 to 74 years,Sunset,1
P0509,Senior,75 years and over,Bernal Heights,1
P0509,Teacher Card,60 to 64 years,Marina,1
P0509,Welcome,20 to 24 years,Marina,1
P0509,Welcome,35 to 44 years,Merced,1
P0509,Welcome,45 to 54 years,Potrero,1
P0510,Adult,0 to 9 years,Golden Gate Valley,1
P0510,Adult,20 to 24 years,Merced,1
P0510,Adult,20 to 24 years,Parkside,1
P0510,Adult,65 to 74 years,Mission Bay,1
P0510,Adult,Null,West Portal,1
P0510,Digital Access Card,10 to 19 years,Potrero,1
P0510,Digital Access Card,25 to 34 years,Richmond,1
P0510,Library By Mail,35 to 44 years,Main,1
P0510,Senior,65 to 74 years,Glen Park,1
P0510,Teacher Card,65 to 74 years,Chinatown,1
P0510,Visitor,55 to 59 years,Main,1
P0510,Visitor,65 to 74 years,Richmond,1
P0510,Welcome,20 to 24 years,Visitacion Valley,1
P0510,Welcome,25 to 34 years,West Portal,1
P0510,Welcome,45 to 54 years,Eureka Valley,1
P0511,Adult,0 to 9 years,Park,1
P0511,Adult,35 to 44 years,Potrero,1
P0511,Adult,35 to 44 years,West Portal,1
P0511,Adult,60 to 64 years,Noe Valley,1
P0511,Digital Access Card,10 to 19 years,Mission Bay,1
P0511,Digital Access Card,55 to 59 years,Excelsior,1
P0511,Digital Access Card,60 to 64 years,Merced,1
P0511,Senior,65 to 74 years,Western Addition,1
P0511,Teacher Card,10 to 19 years,Ocean View,1
P0511,Teen,20 to 24 years,West Portal,1
P0511,Visitor,20 to 24 years,North Beach,1
P0511,Visitor,20 to 24 years,Sunset,1
P0511,Visitor,45 to 54 years,Richmond,1
P0511,Welcome,60 to 64 years,Potrero,1
P0511,Welcome,75 years and over,Marina,1
P0512,Adult,20 to 24 years,Marina,1
P0512,Adult,75 years and over,Marina,1
P0512,At User Welcome,25 to 34 years,Main,1
P0512,Digital Access Card,0 to 9 years,Mission Bay,1
P0512,Digital Access Card,60 to 64 years,North Beach,2
P0512,Digital Access Card,65 to 74 years,Glen Park,1
P0512,Digital Access Card,65 to 74 years,Mission,1
P0512,Library By Mail,75 years and over,Main,1
P0512,Senior,65 to 74 years,Potrero,1
P0512,Senior,Null,Merced,1
P0512,Teacher Card,45 to 54 years,Merced,1
P0512,Welcome,25 to 34 years,Bernal Heights,1
P0512,Welcome,60 to 64 years,Noe Valley,1
P0512,Welcome,75 years and over,Western Addition,1
P0513,Adult,25 to 34 years,Mission Bay,1
P0513,At User Adult,Null,Main,1
P0513,At User Senior,75 years and over,Mission Bay,1
P0513,At User Senior,75 years and over,North Beach,1
P0513,Digital Access Card,10 to 19 years,Bayview,1
P0513,Digital Access Card,Null,Ocean View,1
P0513,Juvenile,10 to 19 years,Chinatown,1
P0513,Retired Staff,65 to 74 years,Ingleside,1
P0513,Retired Staff,Null,Bernal Heights,1
P0513,Senior,65 to 74 years,Visitacion Valley,1
P0513,Teacher Card,25 to 34 years,Glen Park,1
P0513,Teacher Card,35 to 44 years,Excelsior,1
P0513,Teacher Card,45 to 54 years,North Beach,1
P0513,Teacher Card,45 to 54 years,Ocean View,1
P0513,Welcome,20 to 24 years,Park,1
P0514,Adult,0 to 9 years,Parkside,1
P0514,Adult,20 to 24 years,Ocean View,1
P0514,Adult,35 to 44 years,Potrero,1
P0514,At User Adult,45 to 54 years,Marina,1
P0514,Digital Access Card,10 to 19 years,Sunset,1
P0514,Digital Access Card,55 to 59 years,Eureka Valley,1
P0514,Juvenile,35 to 44 years,Merced,1
P0514,Teacher Card,25 to 34 years,Merced,1
P0514,Teacher Card,25 to 34 years,North Beach,1
P0514,Teen,10 to 19 years,Chinatown,1
P0514,Visitor,75 years and over,Noe Valley,1
P0514,Welcome,45 to 54 years,Merced,1
P0514,Welcome,55 to 59 years,Excelsior,1
P0514,Welcome,60 to 64 years,Eureka Valley,1
P0514,Welcome,75 years and over,Chinatown,1
P0515,Adult,45 to 54 years,Potrero,1
P0515,Adult,Null,Sunset,1
P0515,Juvenile,0 to 9 years,Chinatown,1
P0515,Juvenile,10 to 19 years,Portola,1
P0515,Juvenile,20 to 24 years,Park,1
P0515,Teacher Card,45 to 54 years,Mission Bay,1
P0515,Teacher Card,60 to 64 years,Western Addition,1
P0515,Teacher Card,65 to 74 years,Golden Gate Valley,1
P0515,Visitor,35 to 44 years,North Beach,1
P0515,Visitor,45 to 54 years,Merced,1
P0515,Visitor,45 to 54 years,Richmond,1
P0515,Welcome,55 to 59 years,Mission,1
P0515,Welcome,60 to 64 years,Eureka Valley,1
P0515,Welcome,75 years and over,Park,1
P0515,Welcome,Null,Presidio,1
P0516,Adult,0 to 9 years,North Beach,1
P0516,At User Juvenile,0 to 9 years,Main,1
P0516,Digital Access Card,20 to 24 years,Anza,1
P0516,Digital Access Card,35 to 44 years,Noe Valley,1
P0516,Juvenile,20 to 24 years,Main,1
P0516,Retired Staff,65 to 74 years,Golden Gate Valley,1
P0516,Retired Staff,Null,Ortega,1
P0516,Teacher Card,35 to 44 years,Bernal Heights,1
P0516,Teacher Card,55 to 59 years,Noe Valley,1
P0516,Welcome,10 to 19 years,Mission Bay,1
P0516,Welcome,25 to 34 years,Eureka Valley,1
P0516,Welcome,45 to 54 years,Noe Valley,1
P0516,Welcome,55 to 59 years,Parkside,1
P0516,Welcome,60 to 64 years,Excelsior,1
P0516,Welcome,60 to 64 years,West Portal,1
P0517,At User Adult,45 to 54 years,Mission Bay,1
P0517,At User Welcome,35 to 44 years,Main,1
P0517,Digital Access Card,75 years and over,Bernal Heights,1
P0517,Juvenile,10 to 19 years,Presidio,1
P0517,Juvenile,35 to 44 years,Merced,1
P0517,Senior,55 to 59 years,Park,1
P0517,Senior,Null,Golden Gate Valley,1
P0517,Teacher Card,35 to 44 years,Golden Gate Valley,1
P0517,Visitor,25 to 34 years,Park,1
P0517,Visitor,35 to 44 years,Park,1
P0517,Visitor,45 to 54 years,Chinatown,1
P0517,Welcome,10 to 19 years,Visitacion Valley,1
P0517,Welcome,45 to 54 years,Bernal Heights,1
P0517,Welcome,55 to 59 years,Chinatown,1
P0517,Welcome,60 to 64 years,Golden Gate Valley,1
P0518,Adult,25 to 34 years,Golden Gate Valley,1
P0518,Adult,35 to 44 years,Park,1
P0518,Adult,65 to 74 years,Park,1
P0518,Adult,75 years and over,Park,1
P0518,Digital Access Card,Null,Main,1
P0518,Senior,75 years and over,Bookmobile,1
P0518,Senior,75 years and over,Parkside,1
P0518,Teacher Card,35 to 44 years,Ingleside,1
P0518,Teacher Card,60 to 64 years,Golden Gate Valley,1
P0518,Teacher Card,65 to 74 years,Merced,1
P0518,Teen,10 to 19 years,Bookmobile,1
P0518,Teen,10 to 19 years,Excelsior,1
P0518,Welcome,25 to 34 years,Golden Gate Valley,1
P0518,Welcome,25 to 34 years,Parkside,1
P0518,Welcome,55 to 59 years,Glen Park,1
P0519,At User Adult,45 to 54 years,Richmond,1
P0519,Digital Access Card,45 to 54 years,Marina,1
P0519,Digital Access Card,55 to 59 years,Anza,1
P0519,Digital Access Card,75 years and over,North Beach,1
P0519,Digital Access Card,Null,Visitacion Valley,1
P0519,Teacher Card,10 to 19 years,Noe Valley,1
P0519,Teacher Card,55 to 59 years,Marina,1
P0519,Teacher Card,65 to 74 years,Noe Valley,1
P0519,Teacher Card,65 to 74 years,Ocean View,1
P0519,Teen,10 to 19 years,Mission,1
P0519,Visitor,35 to 44 years,Bernal Heights,1
P0519,Visitor,45 to 54 years,Marina,1
P0519,Welcome,0 to 9 years,Anza,1
P0519,Welcome,65 to 74 years,Golden Gate Valley,1
P0519,Welcome,65 to 74 years,Potrero,1
P0520,Adult,0 to 9 years,Eureka Valley,1
P0520,Adult,35 to 44 years,Main,1
P0520,Adult,65 to 74 years,West Portal,1
P0520,At User Adult,25 to 34 years,West Portal,1
P0520,Digital Access Card,60 to 64 years,Merced,1
P0520,Juvenile,75 years and over,Excelsior,1
P0520,Retired Staff,65 to 74 years,Bayview,1
P0520,Teacher Card,25 to 34 years,Anza,1
P0520,Teacher Card,45 to 54 years,Presidio,1
P0520,Teen,10 to 19 years,Glen Park,1
P0520,Teen,10 to 19 years,Ortega,1
P0520,Visitor,65 to 74 years,Marina,1
P0520,Welcome,25 to 34 years,Excelsior,1
P0520,Welcome,45 to 54 years,Ocean View,1
P0520,Welcome,75 years and over,Ocean View,1
P0521,Adult,35 to 44 years,Anza,1
P0521,At User Adult,75 years and over,Chinatown,1
P0521,At User Juvenile,10 to 19 years,Noe Valley,1
P0521,Digital Access Card,20 to 24 years,Anza,1
P0521,Digital Access Card,25 to 34 years,Potrero,1
P0521,Juvenile,0 to 9 years,Anza,1
P0521,Juvenile,0 to 9 years,Sunset,1
P0521,Library By Mail,25 to 34 years,Main,1
P0521,Library By Mail,55 to 59 years,Main,1
P0521,Retired Staff,65 to 74 years,Mission,1
P0521,Teacher Card,20 to 24 years,Presidio,1
P0521,Teacher Card,35 to 44 years,Mission Bay,1
P0521,Teacher Card,45 to 54 years,Ocean View,1
P0521,Teacher Card,45 to 54 years,Sunset,1
P0521,Teacher Card,55 to 59 years,Glen Park,1
P0522,Adult,Null,Ingleside,1
P0522,At User Adult,60 to 64 years,Richmond,1
P0522,At User Welcome,35 to 44 years,Bayview,1
P0522,Digital Access Card,25 to 34 years,Sunset,1
P0522,Juvenile,10 to 19 years,Golden Gate Valley,1
P0522,Library By Mail,25 to 34 years,Main,1
P0522,Senior,65 to 74 years,Bayview,1
P0522,Teacher Card,25 to 34 years,Parkside,1
P0522,Teacher Card,60 to 64 years,Portola,1
P0522,Teacher Card,Null,Glen Park,1
P0522,Welcome,0 to 9 years,Ingleside,1
P0522,Welcome,20 to 24 years,Bookmobile,1
P0522,Welcome,20 to 24 years,Marina,1
P0522,Welcome,25 to 34 years,Anza,1
P0522,Welcome,55 to 59 years,Glen Park,1
P0523,Adult,10 to 19 years,Potrero,1
P0523,Adult,20 to 24 years,Golden Gate Valley,1
P0523,Adult,35 to 44 years,Mission,1
P0523,Adult,65 to 74 years,Park,1
P0523,Juvenile,0 to 9 years,Presidio,1
P0523,Juvenile,0 to 9 years,Visitacion Valley,1
P0523,Teacher Card,55 to 59 years,North Beach,1
P0523,Visitor,35 to 44 years,Bernal Heights,1
P0523,Visitor,75 years and over,Richmond,1
P0523,Welcome,20 to 24 years,Parkside,1
P0523,Welcome,35 to 44 years,Portola,1
P0523,Welcome,65 to 74 years,Bernal Heights,1
P0523,Welcome,65 to 74 years,Portola,1
P0523,Welcome,65 to 74 years,Visitacion Valley,1
P0523,Welcome,Null,Richmond,1
P0524,Adult,45 to 54 years,Bookmobile,1
P0524,Adult,60 to 64 years,Main,1
P0524,Adult,65 to 74 years,Portola,1
P0524,Adult,75 years and over,Excelsior,1
P0524,At User Adult,35 to 44 years,Golden Gate Valley,1
P0524,Digital Access Card,45 to 54 years,Ocean View,1
P0524,Digital Access Card,Null,Chinatown,1
P0524,Senior,75 years and over,Potrero,1
P0524,Senior,75 years and over,Sunset,1
P0524,Teacher Card,35 to 44 years,Chinatown,1
P0524,Visitor,20 to 24 years,Bernal Heights,1
P0524,Visitor,20 to 24 years,Parkside,1
P0524,Welcome,10 to 19 years,Presidio,1
P0524,Welcome,35 to 44 years,Mission,1
P0524,Welcome,55 to 59 years,Parkside,1
P0525,Adult,20 to 24 years,Richmond,1
P0525,Adult,35 to 44 years,Bernal Heights,1
P0525,Adult,55 to 59 years,Park,1
P0525,Digital Access Card,55 to 59 years,Sunset,1
P0525,Digital Access Card,55 to 59 years,Visitacion Valley,1
P0525,Digital Access Card,60 to 64 years,Eureka Valley,1
P0525,Retired Staff,Null,Eureka Valley,1
P0525,Senior,55 to 59 years,Merced,1
P0525,Teacher Card,25 to 34 years,Excelsior,1
P0525,Teacher Card,25 to 34 years,Western Addition,1
P0525,Teacher Card,75 years and over,Ortega,1
P0525,Visitor,75 years and over,Noe Valley,1
P0525,Visitor,75 years and over,Richmond,1
P0525,Welcome,60 to 64 years,Bernal Heights,1
P0525,Welcome,75 years and over,Anza,1
P0526,At User Senior,65 to 74 years,Merced,1
P0526,At User Senior,75 years and over,Mission Bay,1
P0526,Digital Access Card,35 to 44 years,Ortega,1
P0526,Teacher Card,35 to 44 years,Anza,1
P0526,Teacher Card,55 to 59 years,Main,1
P0526,Visitor,25 to 34 years,Glen Park,1
P0526,Visitor,25 to 34 years,Mission,1
P0526,Visitor,60 to 64 years,North Beach,1
P0526,Welcome,0 to 9 years,Mission,1
P0526,Welcome,45 to 54 years,Bernal Heights,1
P0526,Welcome,55 to 59 years,Ortega,1
P0526,Welcome,55 to 59 years,Potrero,1
P0526,Welcome,60 to 64 years,Mission Bay,1
P0526,Welcome,65 to 74 years,Ocean View,1
P0526,Welcome,75 years and over,Park,1
P0527,Adult,35 to 44 years,Richmond,1
P0527,Adult,45 to 54 years,Main,1
P0527,Digital Access Card,20 to 24 years,Ocean View,1
P0527,Digital Access Card,55 to 59 years,Parkside,1
P0527,Digital Access Card,60 to 64 years,Bayview,1
P0527,Senior,60 to 64 years,Main,1
P0527,Senior,65 to 74 years,Western Addition,1
P0527,Teacher Card,35 to 44 years,Noe Valley,1
P0527,Teacher Card,60 to 64 years,Mission,1
P0527,Teacher Card,75 years and over,West Portal,1
P0527,Visitor,0 to 9 years,Bayview,1
P0527,Welcome,55 to 59 years,Potrero,1
P0527,Welcome,60 to 64 years,Bernal Heights,1
P0527,Welcome,60 to 64 years,Excelsior,1
P0527,Welcome,65 to 74 years,Marina,1
P0528,Adult,0 to 9 years,Bayview,1
P0528,Adult,25 to 34 years,Eureka Valley,1
P0528,Adult,Null,Bayview,1
P0528,At User Adult,Null,Main,1
P0528,Digital Access Card,35 to 44 years,Marina,1
P0528,Digital Access Card,35 to 44 years,Sunset,1
P0528,Digital Access Card,55 to 59 years,Potrero,1
P0528,Juvenile,25 to 34 years,Main,1
P0528,Senior,55 to 59 years,Park,1
P0528,Teacher Card,35 to 44 years,Parkside,1
P0528,Teacher Card,45 to 54 years,Parkside,1
P0528,Teacher Card,55 to 59 years,Merced,1
P0528,Teen,10 to 19 years,Portola,1
P0528,Welcome,20 to 24 years,Parkside,1
P0528,Welcome,25 to 34 years,Ingleside,1
P0529,Adult,0 to 9 years,Anza,1
P0529,Adult,60 to 64 years,Richmond,1
P0529,At User Adult,55 to 59 years,Bayview,1
P0529,Digital Access Card,10 to 19 years,Sunset,1
P0529,Digital Access Card,20 to 24 years,Excelsior,1
P0529,Digital Access Card,20 to 24 years,Merced,1
P0529,Digital Access Card,25 to 34 years,Ingleside,1
P0529,Digital Access Card,75 years and over,Excelsior,1
P0529,Digital Access Card,Null,Golden Gate Valley,1
P0529,Retired Staff,75 years and over,Parkside,1
P0529,Senior,75 years and over,Bernal Heights,1
P0529,Teacher Card,25 to 34 years,Noe Valley,1
P0529,Teacher Card,60 to 64 years,Ortega,1
